aX,aY,aZ,gX,gY,gZ
18.81,6.87,9.07,-0.01,0.76,-1.36
18.03,5.71,8.74,-0.00,0.50,-1.67
17.39,4.46,8.21,-0.02,0.32,-2.00
16.55,3.23,7.65,-0.06,0.23,-2.35
15.46,2.11,7.11,-0.13,0.20,-2.71
14.25,1.12,6.91,-0.19,0.20,-3.08
12.93,0.21,6.52,-0.23,0.21,-3.47
11.53,-0.60,5.88,-0.28,0.31,-3.85
9.98,-1.29,5.22,-0.33,0.45,-4.19
8.33,-1.97,4.49,-0.38,0.64,-4.47
6.68,-2.77,3.89,-0.41,0.83,-4.68
5.27,-3.75,2.96,-0.42,1.00,-4.87
3.97,-4.75,1.98,-0.42,1.22,-5.03
3.12,-6.17,1.07,-0.39,1.47,-5.18
3.02,-8.05,-0.30,-0.27,1.79,-5.60
1.55,-8.16,-1.05,-0.24,2.15,-6.19
-0.15,-7.19,-1.55,-0.18,2.53,-6.47
-1.25,-6.79,-1.75,-0.06,2.91,-6.46
-1.67,-7.30,-1.98,0.10,3.26,-6.37
-2.21,-8.28,-2.18,0.30,3.53,-6.32
-3.54,-9.26,-2.26,0.51,3.60,-6.29
-5.07,-10.20,-2.45,0.76,3.41,-6.18
-5.80,-10.55,-3.39,0.96,3.12,-6.06
-5.79,-9.95,-5.07,1.02,3.03,-5.92
-5.77,-9.08,-6.64,0.98,3.15,-5.70
-6.50,-8.60,-7.67,0.92,3.30,-5.40
-7.98,-8.45,-7.36,0.86,3.40,-5.04
-9.63,-8.28,-6.04,0.89,3.25,-4.70
-11.05,-7.86,-5.10,0.99,2.79,-4.39
-12.02,-7.06,-5.29,1.11,2.25,-4.09
-12.73,-6.06,-6.15,1.16,1.81,-3.78
-13.52,-5.46,-7.14,1.10,1.54,-3.49
-15.06,-5.23,-7.39,0.96,1.43,-3.27
-17.44,-5.03,-6.90,0.82,1.32,-3.03
-19.85,-4.85,-6.53,0.74,1.12,-2.70
-21.69,-4.63,-6.73,0.68,0.86,-2.35
-22.67,-4.57,-7.12,0.60,0.60,-2.06
-24.11,-4.41,-7.65,0.47,0.45,-1.80
-25.66,-4.27,-7.68,0.27,0.35,-1.45
-27.16,-4.14,-7.17,0.10,0.20,-1.01
-28.31,-4.16,-6.62,-0.01,-0.04,-0.49
-28.96,-4.31,-6.44,-0.07,-0.33,0.10
-28.79,-4.63,-6.23,-0.11,-0.63,0.72
-28.03,-5.15,-5.98,-0.13,-0.92,1.31
-26.93,-5.77,-5.84,-0.17,-1.15,1.86
-25.70,-6.17,-5.66,-0.25,-1.27,2.39
-24.48,-6.17,-5.45,-0.35,-1.32,2.89
-23.41,-5.93,-5.37,-0.45,-1.38,3.34
-22.39,-5.60,-5.23,-0.57,-1.40,3.76
-21.39,-5.49,-4.64,-0.66,-1.42,4.16
-20.16,-5.53,-3.89,-0.68,-1.56,4.56
-18.66,-5.40,-3.39,-0.66,-1.74,4.86
-17.08,-4.95,-3.00,-0.62,-1.88,5.08
-15.43,-4.35,-2.94,-0.54,-1.99,5.24
-13.69,-3.64,-2.73,-0.47,-2.01,5.33
-12.22,-2.98,-2.53,-0.39,-1.97,5.39
-10.96,-2.48,-2.59,-0.32,-1.86,5.45
-9.72,-2.24,-2.66,-0.28,-1.70,5.53
-8.49,-2.23,-2.51,-0.23,-1.55,5.59
-7.50,-2.42,-2.26,-0.15,-1.47,5.64
-6.62,-2.78,-2.15,-0.06,-1.45,5.70
-5.66,-3.29,-2.16,0.03,-1.40,5.73
-4.75,-3.85,-2.24,0.09,-1.36,5.73
-3.88,-4.43,-2.27,0.13,-1.30,5.72
-2.99,-5.02,-2.31,0.12,-1.25,5.70
-2.10,-5.53,-2.50,0.08,-1.19,5.66
-1.60,-5.98,-2.46,-0.02,-1.09,5.60
-1.54,-6.45,-1.71,-0.11,-1.06,5.54
-1.46,-6.95,-1.10,-0.12,-1.22,5.47
-0.98,-7.25,-0.95,-0.08,-1.47,5.37
-0.06,-7.09,-1.32,-0.02,-1.63,5.26
1.01,-6.46,-1.64,0.01,-1.56,5.14
1.76,-5.56,-1.42,0.03,-1.30,5.01
2.14,-4.64,-0.98,0.06,-0.98,4.87
2.04,-3.63,-0.32,0.07,-0.63,4.73
2.89,-3.08,1.03,0.04,-0.41,4.55
4.99,-2.73,2.24,0.00,-0.40,4.14
7.04,-1.79,3.04,-0.03,-0.26,3.53
8.56,-0.21,3.88,-0.08,-0.03,3.03
10.03,1.28,4.46,-0.19,0.29,2.70
11.47,2.39,5.20,-0.31,0.66,2.44
12.68,3.27,6.14,-0.42,0.92,2.16
13.78,4.07,7.40,-0.50,1.03,1.90
15.33,4.70,8.56,-0.52,0.95,1.55
17.00,5.34,9.57,-0.49,0.76,1.12
18.56,6.06,10.27,-0.44,0.53,0.65
20.12,6.79,10.67,-0.40,0.34,0.16
21.06,7.67,10.87,-0.37,0.24,-0.29
21.46,8.44,10.76,-0.38,0.26,-0.65
21.47,8.95,10.85,-0.42,0.34,-0.94
21.07,9.10,10.87,-0.47,0.40,-1.22
20.22,8.87,10.96,-0.51,0.42,-1.51
19.05,8.34,10.96,-0.52,0.35,-1.79
17.71,7.72,11.05,-0.51,0.20,-2.06
16.39,7.10,10.90,-0.49,-0.01,-2.33
15.13,6.47,10.52,-0.49,-0.23,-2.60
13.94,5.79,10.02,-0.50,-0.41,-2.85
12.74,5.02,9.35,-0.54,-0.52,-3.10
11.41,4.16,8.80,-0.59,-0.55,-3.33
10.10,3.18,8.23,-0.65,-0.55,-3.54
8.84,2.18,7.61,-0.70,-0.51,-3.73
7.65,1.38,7.05,-0.75,-0.47,-3.92
6.56,0.84,6.39,-0.78,-0.42,-4.11
5.53,0.47,5.48,-0.80,-0.27,-4.30
4.58,0.14,4.51,-0.83,-0.05,-4.46
3.74,-0.28,3.37,-0.86,0.25,-4.57
2.97,-0.79,2.11,-0.88,0.64,-4.65
2.24,-1.43,1.27,-0.90,1.09,-4.68
1.44,-2.11,0.77,-0.88,1.50,-4.70
0.61,-2.78,0.21,-0.84,1.82,-4.72
-0.14,-3.36,-0.41,-0.78,2.06,-4.76
-0.77,-3.75,-1.09,-0.69,2.24,-4.82
-1.35,-3.94,-1.66,-0.59,2.39,-4.87
-2.16,-3.99,-1.81,-0.51,2.53,-4.85
-2.16,-5.14,-0.64,-0.30,2.49,-4.93
-3.22,-5.30,0.47,-0.04,2.06,-5.29
-4.35,-4.63,-0.21,0.21,1.52,-5.42
-4.76,-3.91,-1.61,0.32,1.34,-5.34
-4.86,-3.47,-2.17,0.37,1.47,-5.19
-5.19,-3.44,-2.16,0.42,1.69,-5.03
-5.81,-3.81,-2.07,0.49,1.93,-4.86
-6.62,-4.44,-2.09,0.53,2.13,-4.71
-7.67,-4.73,-2.32,0.52,2.29,-4.61
-8.86,-4.68,-2.83,0.44,2.48,-4.52
-9.84,-4.92,-3.22,0.32,2.70,-4.32
-10.55,-5.53,-2.74,0.20,2.79,-4.07
-11.52,-5.93,-1.43,0.20,2.58,-3.80
-12.88,-5.64,-0.56,0.32,2.08,-3.60
-14.71,-4.83,-0.57,0.48,1.54,-3.43
-16.25,-4.19,-1.23,0.60,1.12,-3.17
-17.16,-4.38,-1.83,0.60,0.88,-2.85
-18.02,-4.99,-1.95,0.50,0.79,-2.55
-19.56,-5.75,-1.62,0.37,0.73,-2.29
-21.60,-6.21,-1.50,0.29,0.58,-1.93
-23.38,-5.87,-1.67,0.20,0.44,-1.55
-24.21,-5.35,-1.78,0.14,0.26,-1.23
-24.53,-5.06,-2.49,0.06,0.02,-1.16
-25.82,-4.88,-3.65,-0.16,-0.10,-1.22
-28.45,-4.66,-4.02,-0.49,-0.06,-1.07
-31.28,-4.80,-3.34,-0.76,-0.06,-0.51
-31.98,-5.76,-1.43,-0.78,-0.16,0.40
-30.15,-7.21,-0.74,-0.53,-0.63,1.23
-27.71,-7.92,-1.65,-0.32,-1.08,1.88
-25.57,-7.80,-2.32,-0.25,-1.33,2.46
-23.85,-7.50,-2.21,-0.24,-1.50,2.98
-22.21,-7.43,-2.15,-0.21,-1.67,3.46
-20.32,-7.47,-2.13,-0.16,-1.85,3.89
-18.21,-7.48,-2.18,-0.08,-2.08,4.25
-16.09,-7.38,-2.33,-0.00,-2.31,4.56
-14.05,-7.20,-2.60,0.09,-2.51,4.82
-12.19,-7.12,-2.95,0.17,-2.64,5.05
-10.41,-7.23,-3.24,0.25,-2.66,5.27
-8.64,-7.53,-3.42,0.32,-2.62,5.48
-6.89,-7.90,-3.92,0.36,-2.51,5.71
-5.29,-8.17,-4.28,0.29,-2.23,5.88
-4.01,-8.37,-3.94,0.17,-1.92,6.02
-3.05,-8.61,-3.37,0.06,-1.71,6.12
-2.32,-8.94,-2.81,0.00,-1.63,6.18
-1.61,-9.35,-2.38,-0.01,-1.67,6.22
-0.71,-9.82,-2.29,0.02,-1.79,6.23
0.20,-10.15,-2.15,0.07,-1.91,6.21
0.94,-10.32,-1.51,0.14,-2.05,6.21
1.58,-10.40,-0.75,0.32,-2.30,6.23
2.30,-10.38,-0.86,0.58,-2.56,6.27
3.09,-10.17,-1.10,0.82,-2.60,6.34
3.80,-9.97,-1.34,1.01,-2.47,6.46
4.73,-10.04,-0.72,1.16,-2.20,6.54
5.66,-10.43,0.86,1.42,-1.86,6.60
6.22,-10.78,2.18,1.76,-1.62,6.57
6.51,-10.85,3.22,2.12,-1.56,6.50
7.04,-10.63,3.83,2.46,-1.76,6.41
8.66,-10.07,4.03,2.76,-2.27,6.28
12.77,-9.23,2.97,2.95,-2.77,5.94
18.35,-6.81,1.23,2.96,-2.22,5.22
21.59,-2.31,2.46,2.75,-1.20,4.68
26.68,0.84,3.49,2.62,-0.50,4.18
29.22,2.89,1.48,2.31,0.41,3.47
31.57,4.19,1.94,1.67,1.36,2.67
34.29,4.91,4.04,1.16,1.81,1.58
35.32,5.50,4.77,0.88,1.83,0.12
34.15,6.26,4.51,0.70,1.57,-1.43
31.81,6.96,3.35,0.51,1.16,-2.95
28.91,7.67,1.92,0.21,0.83,-4.42
24.48,9.34,2.09,-0.05,0.43,-5.69
20.77,10.54,2.56,-0.27,0.02,-6.30
16.37,12.00,4.61,-0.14,-0.62,-6.86
11.48,13.54,4.39,0.13,-1.32,-6.69
9.18,13.72,3.28,0.07,-1.76,-5.72
8.75,12.04,2.56,-0.28,-1.95,-4.48
9.13,9.37,2.03,-0.69,-2.01,-3.47
8.86,6.88,1.40,-1.12,-1.94,-2.95
7.65,4.99,1.41,-1.53,-1.79,-2.88
6.08,3.66,2.02,-1.75,-1.71,-3.09
4.99,2.78,1.94,-1.88,-1.68,-3.44
4.52,2.34,1.52,-2.04,-1.58,-3.77
4.46,2.23,0.99,-2.23,-1.45,-4.01
4.53,2.26,0.34,-2.39,-1.26,-4.11
4.61,2.03,-0.29,-2.57,-0.96,-4.14
4.64,1.42,-0.41,-2.78,-0.53,-4.18
4.65,0.59,-0.43,-2.98,-0.03,-4.28
4.45,-0.24,-0.51,-3.17,0.52,-4.46
3.85,-0.97,-0.64,-3.34,1.05,-4.67
3.02,-1.49,-0.90,-3.50,1.55,-4.87
2.23,-1.81,-0.96,-3.66,2.01,-5.03
1.56,-2.05,-1.21,-3.78,2.44,-5.14
1.07,-2.44,-1.68,-3.88,2.85,-5.19
0.59,-2.98,-2.34,-3.98,3.23,-5.23
-0.13,-3.47,-3.00,-4.11,3.54,-5.27
-1.13,-3.91,-3.27,-4.25,3.81,-5.31
-2.28,-4.40,-2.70,-4.34,4.07,-5.31
-3.44,-4.87,-1.65,-4.29,4.27,-5.25
-4.41,-5.34,-0.78,-4.08,4.36,-5.12
-5.31,-5.91,-0.29,-3.77,4.37,-5.00
-6.35,-6.26,0.05,-3.41,4.29,-4.94
-7.54,-6.19,-0.45,-3.04,4.18,-4.85
-8.56,-6.32,-1.13,-2.69,4.06,-4.71
-9.62,-6.98,-1.08,-2.36,3.94,-4.54
-10.90,-7.78,-0.55,-1.96,3.70,-4.23
-12.57,-7.58,0.27,-1.47,3.19,-3.46
-14.48,-8.36,-0.82,-1.07,2.66,-2.21
-16.68,-9.93,-2.08,-0.95,2.48,-0.80
-18.71,-10.79,-2.43,-0.93,2.31,0.58
-20.50,-10.36,-3.24,-0.84,2.13,1.82
-22.45,-9.06,-3.84,-0.66,2.08,2.94
-24.05,-7.79,-3.91,-0.41,2.06,3.84
-21.36,-11.34,-2.84,0.06,1.71,3.37
-25.09,-9.03,-1.60,0.35,0.87,1.11
-28.55,-5.20,-1.17,0.87,-0.38,0.40
-25.59,-4.03,-3.64,1.18,-1.03,0.66
-21.88,-4.18,-5.31,1.16,-0.96,0.89
-20.85,-4.55,-7.41,0.72,-0.71,0.98
-21.79,-3.90,-7.29,0.11,-0.20,1.03
-23.08,-3.28,-4.07,-0.22,0.02,1.43
-22.12,-3.94,-2.65,-0.18,-0.41,1.91
-20.25,-4.53,-3.31,-0.09,-0.94,2.20
-18.49,-4.39,-4.34,-0.10,-1.28,2.40
-17.33,-4.01,-4.39,-0.15,-1.50,2.68
-16.21,-4.30,-4.80,-0.22,-1.69,3.07
-14.94,-4.85,-4.91,-0.34,-1.75,3.35
-14.03,-5.25,-4.27,-0.42,-1.90,3.63
-12.70,-5.71,-4.18,-0.45,-2.16,3.88
-11.64,-6.10,-4.20,-0.46,-2.41,4.14
-10.46,-6.51,-3.91,-0.48,-2.64,4.42
-9.27,-6.85,-3.25,-0.45,-2.89,4.64
-8.24,-7.01,-2.56,-0.35,-3.19,4.86
-7.15,-7.10,-2.10,-0.18,-3.49,5.10
-5.98,-7.11,-1.97,0.01,-3.71,5.35
-4.79,-7.08,-1.90,0.20,-3.81,5.60
-3.63,-6.90,-1.89,0.36,-3.81,5.83
-2.12,-6.61,-2.12,0.48,-3.75,6.01
aX,aY,aZ,gX,gY,gZ
-17.46,-6.70,2.65,0.53,-0.99,3.94
-16.04,-6.97,2.21,0.53,-1.17,4.37
-14.48,-7.17,1.81,0.55,-1.33,4.76
-12.87,-7.35,1.38,0.59,-1.45,5.10
-11.23,-7.48,0.90,0.65,-1.54,5.39
-9.73,-7.59,0.36,0.73,-1.56,5.64
-8.42,-7.79,-0.12,0.78,-1.48,5.87
-7.66,-7.91,-0.46,0.78,-1.34,6.14
-6.86,-8.00,-0.58,0.74,-1.22,6.46
-5.38,-8.14,-0.52,0.70,-1.19,6.70
-3.32,-8.19,-0.55,0.69,-1.21,6.70
-2.02,-7.75,-1.11,0.65,-1.19,6.56
-1.29,-7.01,-1.47,0.55,-1.01,6.42
-0.73,-6.18,-1.06,0.43,-0.76,6.33
-0.51,-5.45,-0.13,0.39,-0.67,6.27
-0.39,-5.03,0.28,0.47,-0.80,6.24
-0.38,-4.93,0.66,0.65,-1.03,6.26
-0.13,-5.14,0.59,0.85,-1.35,6.31
0.49,-5.25,0.49,1.01,-1.61,6.34
1.45,-5.36,0.55,1.14,-1.74,6.30
1.65,-5.54,0.96,1.35,-1.77,6.25
1.27,-5.40,1.05,1.48,-1.61,6.38
2.00,-5.55,2.28,1.59,-1.46,6.57
3.85,-5.85,3.51,1.71,-1.66,6.57
6.40,-5.92,3.52,1.78,-2.03,6.28
9.45,-5.35,2.65,1.75,-2.03,5.78
13.30,-4.19,1.18,1.63,-1.31,5.21
17.09,-2.88,0.67,1.44,0.08,4.45
18.79,-0.87,1.29,1.09,1.45,3.67
18.92,0.90,3.05,0.67,2.62,3.14
18.62,1.99,5.97,0.32,3.29,2.81
18.73,2.32,9.23,0.09,3.40,2.52
19.46,2.14,11.77,0.00,3.10,2.15
20.51,1.98,13.41,0.02,2.59,1.67
21.54,2.30,14.09,0.09,2.04,1.11
22.25,3.19,14.20,0.16,1.55,0.51
22.37,4.30,13.89,0.21,1.15,-0.11
21.82,5.29,13.35,0.19,0.87,-0.70
20.74,5.97,13.02,0.15,0.65,-1.21
19.25,6.23,12.90,0.11,0.40,-1.65
17.65,6.09,12.95,0.10,0.09,-2.03
16.35,5.63,12.46,0.10,-0.28,-2.38
15.66,4.94,11.57,0.08,-0.65,-2.74
15.20,4.25,10.18,0.05,-0.95,-3.14
14.80,3.44,8.90,-0.03,-1.11,-3.56
14.21,2.36,8.25,-0.10,-1.22,-4.03
13.45,1.05,7.36,-0.15,-1.26,-4.51
12.68,-0.36,6.24,-0.22,-1.16,-4.95
11.90,-1.70,4.85,-0.31,-0.96,-5.33
10.85,-2.75,3.18,-0.42,-0.64,-5.67
9.92,-3.53,1.86,-0.57,-0.22,-5.91
9.21,-4.27,0.46,-0.70,0.28,-6.12
8.22,-5.10,-1.18,-0.86,0.90,-6.28
6.93,-6.09,-2.35,-1.05,1.67,-6.35
5.39,-7.23,-2.16,-1.17,2.48,-6.37
3.90,-8.53,-0.81,-1.11,2.96,-6.37
2.36,-9.57,0.23,-0.88,2.94,-6.43
0.81,-10.07,0.36,-0.57,2.63,-6.51
-0.57,-10.11,0.12,-0.28,2.26,-6.56
-1.62,-9.84,0.06,-0.03,1.91,-6.56
-2.15,-9.56,-0.04,0.19,1.57,-6.50
-2.34,-9.36,-0.40,0.41,1.24,-6.41
-2.60,-9.11,-0.95,0.60,0.93,-6.33
-3.07,-8.89,-1.38,0.76,0.62,-6.27
-3.86,-8.83,-1.75,0.85,0.31,-6.21
-4.84,-8.97,-1.92,0.84,0.06,-6.14
-5.76,-9.11,-2.01,0.72,-0.12,-6.02
-6.49,-8.95,-2.11,0.50,-0.13,-5.86
-7.16,-8.50,-2.31,0.23,0.04,-5.64
-7.97,-8.06,-2.51,-0.06,0.31,-5.39
-9.24,-7.80,-2.08,-0.33,0.61,-5.15
-11.28,-7.74,-0.52,-0.53,0.74,-4.92
-13.89,-7.66,1.83,-0.60,0.63,-4.63
-16.07,-7.46,3.46,-0.55,0.27,-4.32
-17.48,-6.88,4.06,-0.49,-0.11,-3.99
-18.27,-6.27,4.38,-0.49,-0.29,-3.68
-18.90,-5.95,4.97,-0.55,-0.29,-3.44
-19.75,-5.98,5.91,-0.58,-0.23,-3.28
-21.25,-6.13,6.59,-0.59,-0.04,-3.09
-23.18,-6.17,7.58,-0.58,0.23,-2.79
-24.99,-6.10,8.43,-0.52,0.38,-2.39
-26.25,-6.06,9.05,-0.41,0.38,-1.91
-26.90,-6.08,9.50,-0.27,0.29,-1.39
-26.87,-6.20,9.84,-0.14,0.17,-0.84
-26.33,-6.29,9.91,-0.00,0.05,-0.29
-25.48,-6.32,9.69,0.11,-0.03,0.27
-24.45,-6.41,9.56,0.22,-0.08,0.82
-23.35,-6.56,9.35,0.34,-0.16,1.34
-22.16,-6.69,9.11,0.46,-0.26,1.83
-20.94,-6.80,8.81,0.61,-0.39,2.28
-19.81,-6.94,8.34,0.77,-0.53,2.70
-18.66,-7.13,7.76,0.93,-0.66,3.10
-17.38,-7.41,7.13,1.08,-0.78,3.47
-16.00,-7.80,6.55,1.22,-0.87,3.81
-14.58,-8.19,6.10,1.35,-0.95,4.10
-13.25,-8.57,5.72,1.49,-1.04,4.37
-12.16,-8.92,5.38,1.64,-1.14,4.61
-11.29,-9.34,5.01,1.81,-1.28,4.85
-10.66,-9.90,4.81,2.02,-1.44,5.11
-9.82,-10.39,4.24,2.27,-1.66,5.42
-8.64,-10.83,3.19,2.50,-1.79,5.70
-7.06,-11.25,2.14,2.69,-1.85,5.96
-5.01,-11.52,1.19,2.84,-1.89,6.09
-3.69,-11.77,-0.47,2.90,-1.84,6.14
-2.44,-11.68,-1.86,2.81,-1.53,6.16
-1.36,-11.17,-2.40,2.61,-1.12,6.05
-0.74,-10.24,-2.54,2.41,-0.79,5.83
-0.24,-9.16,-2.97,2.22,-0.50,5.57
0.33,-8.14,-3.38,1.99,-0.15,5.35
0.99,-7.23,-3.34,1.72,0.19,5.19
1.67,-6.30,-3.32,1.41,0.48,5.09
2.07,-5.26,-3.30,1.07,0.81,5.05
2.16,-4.16,-2.62,0.73,1.12,5.09
2.04,-3.21,-1.66,0.48,1.28,5.17
1.81,-2.60,-1.08,0.33,1.31,5.26
1.77,-2.41,-0.90,0.21,1.31,5.34
2.28,-2.80,-1.35,0.11,1.38,5.28
2.36,-2.91,-0.34,0.01,1.56,4.90
2.70,-2.37,2.45,0.04,1.37,4.52
3.02,-1.00,5.24,0.29,0.84,4.38
5.18,0.29,7.49,0.63,0.03,4.45
10.15,1.56,6.09,0.95,-0.49,4.36
15.13,4.09,4.63,0.87,0.02,4.04
18.15,6.91,6.19,0.75,0.59,3.69
17.22,9.06,7.24,0.59,1.02,3.65
18.94,9.33,11.13,0.57,1.19,3.71
22.06,8.43,13.31,0.94,0.81,3.22
23.59,7.58,12.23,1.32,0.33,2.31
23.46,7.55,9.92,1.43,0.07,1.36
22.48,8.20,7.81,1.23,0.09,0.54
21.09,8.79,6.17,0.80,0.32,-0.12
19.66,8.54,5.24,0.24,0.66,-0.68
18.27,7.50,5.01,-0.34,1.01,-1.17
16.86,6.17,5.27,-0.83,1.31,-1.62
15.24,4.93,5.94,-1.18,1.50,-2.04
13.29,3.78,7.50,-1.31,1.57,-2.42
11.44,2.66,8.48,-1.19,1.36,-2.75
10.18,1.67,8.26,-1.03,1.05,-3.06
9.34,1.10,7.60,-0.92,0.79,-3.36
8.55,1.14,6.80,-0.84,0.55,-3.64
7.81,1.50,5.70,-0.79,0.37,-3.86
7.23,1.68,4.67,-0.78,0.29,-4.01
7.05,1.46,4.15,-0.80,0.33,-4.12
7.17,0.88,4.07,-0.81,0.42,-4.26
6.92,0.14,3.30,-0.79,0.52,-4.46
5.96,-0.67,1.76,-0.78,0.78,-4.64
4.76,-1.51,0.24,-0.80,1.20,-4.78
3.64,-2.25,-0.75,-0.78,1.67,-4.92
2.77,-2.76,-1.02,-0.74,2.10,-5.08
2.36,-3.19,-0.57,-0.62,2.40,-5.24
1.98,-3.64,-0.29,-0.45,2.51,-5.39
1.34,-4.00,-0.82,-0.30,2.55,-5.49
0.58,-4.22,-1.69,-0.21,2.63,-5.49
-0.09,-4.41,-2.34,-0.15,2.74,-5.44
-0.53,-4.72,-2.45,-0.08,2.80,-5.42
-0.85,-5.18,-2.45,0.04,2.75,-5.45
-1.59,-7.39,-0.25,0.37,2.37,-5.69
-3.66,-8.75,0.46,0.89,1.16,-6.24
-7.00,-8.08,-2.80,0.97,0.31,-6.52
-9.38,-6.85,-4.28,0.55,0.54,-6.22
-10.07,-6.12,-1.38,0.14,0.94,-5.77
-10.63,-5.84,1.44,0.07,0.86,-5.48
-11.82,-6.05,1.84,0.16,0.68,-5.32
-13.22,-6.87,1.51,0.19,0.66,-5.13
-14.17,-7.99,2.07,0.16,0.69,-4.87
-15.23,-8.74,3.00,0.13,0.61,-4.59
-16.44,-8.84,3.74,0.06,0.51,-4.26
-17.48,-8.51,4.29,-0.04,0.46,-3.87
-18.55,-8.31,4.92,-0.13,0.46,-3.45
-19.67,-8.43,5.98,-0.16,0.38,-3.02
-20.95,-8.39,6.86,-0.12,0.20,-2.66
-22.12,-8.00,7.12,-0.03,0.01,-2.29
-22.85,-7.49,6.79,0.04,-0.08,-1.89
-23.48,-7.21,6.59,0.00,0.02,-1.43
-24.24,-7.19,7.46,-0.04,0.16,-0.93
-24.93,-7.06,8.75,0.05,0.11,-0.44
-25.15,-6.64,9.26,0.28,-0.12,0.01
-24.75,-6.08,8.94,0.53,-0.41,0.44
-23.86,-5.56,8.26,0.75,-0.66,0.86
-22.74,-5.03,7.49,0.90,-0.83,1.21
-21.61,-4.48,7.02,1.01,-0.90,1.52
-20.54,-4.06,6.80,1.12,-0.94,1.84
-19.41,-3.82,6.44,1.26,-0.97,2.17
-18.34,-3.75,6.13,1.40,-1.00,2.51
-17.35,-3.79,5.84,1.57,-1.08,2.82
-16.42,-3.86,5.41,1.77,-1.21,3.13
-15.24,-3.99,4.42,1.96,-1.33,3.42
-13.86,-4.09,3.44,2.10,-1.36,3.68
-12.37,-4.08,2.59,2.16,-1.33,3.90
-11.13,-4.08,1.82,2.19,-1.25,4.08
-10.27,-4.23,1.21,2.18,-1.14,4.24
-9.65,-4.62,0.79,2.16,-1.08,4.43
-9.16,-5.18,0.21,2.15,-1.09,4.61
-8.65,-5.78,-0.53,2.14,-1.15,4.78
-7.71,-6.31,-1.29,2.12,-1.21,4.93
-6.23,-6.58,-2.04,2.06,-1.24,5.03
-4.70,-6.60,-2.94,1.94,-1.18,5.10
-3.85,-6.59,-3.78,1.76,-0.99,5.19
-3.53,-6.74,-4.37,1.50,-0.67,5.33
-3.55,-6.98,-4.22,1.24,-0.35,5.52
-3.43,-7.30,-4.01,1.05,-0.20,5.73
-2.85,-7.50,-4.10,0.91,-0.12,5.89
-2.21,-7.44,-3.91,0.77,-0.02,6.00
-1.43,-7.15,-3.35,0.65,0.05,6.08
-0.53,-6.57,-2.37,0.58,0.09,6.14
0.40,-5.76,-1.30,0.54,0.10,6.21
1.22,-4.85,-0.15,0.53,0.12,6.28
1.71,-4.03,1.16,0.54,0.11,6.36
2.16,-3.52,2.73,0.60,0.02,6.45
3.14,-3.35,4.21,0.76,-0.29,6.46
5.11,-3.41,5.22,1.00,-0.73,6.33
8.38,-3.33,5.93,1.25,-1.03,6.03
12.89,-3.14,6.97,1.46,-1.17,5.55
17.45,-2.55,7.08,1.62,-1.05,4.97
21.52,-1.35,6.84,1.65,-0.63,4.39
23.34,0.86,6.27,1.55,-0.06,3.87
25.89,2.78,7.42,1.34,0.43,3.56
30.10,3.44,7.82,1.25,0.67,2.80
31.99,3.53,5.68,1.03,1.05,1.52
30.95,3.73,4.70,0.55,1.64,0.23
28.52,4.20,6.43,0.19,1.98,-0.74
25.78,4.62,7.91,0.10,1.82,-1.46
23.05,4.89,7.96,0.07,1.42,-2.02
20.26,5.24,7.42,-0.02,0.97,-2.45
17.93,5.46,7.10,-0.15,0.54,-2.70
16.46,5.28,6.59,-0.26,0.06,-2.95
15.00,4.74,5.88,-0.41,-0.35,-3.27
13.23,3.99,5.25,-0.59,-0.65,-3.60
11.49,3.03,4.67,-0.80,-0.86,-3.88
9.74,1.94,4.64,-0.96,-1.07,-4.16
8.12,1.04,3.95,-1.05,-1.31,-4.40
6.93,0.37,3.00,-1.16,-1.43,-4.58
6.18,-0.19,2.40,-1.30,-1.43,-4.72
5.68,-0.77,1.85,-1.44,-1.34,-4.85
5.18,-1.43,1.51,-1.57,-1.15,-4.97
4.54,-2.14,1.38,-1.66,-0.95,-5.06
3.81,-2.83,1.10,-1.71,-0.76,-5.13
3.02,-3.55,0.85,-1.73,-0.61,-5.18
2.17,-4.18,0.52,-1.73,-0.52,-5.22
1.45,-4.76,0.13,-1.72,-0.46,-5.25
1.03,-5.35,-0.18,-1.74,-0.36,-5.30
0.62,-5.93,-0.46,-1.79,-0.23,-5.39
-0.04,-6.46,-0.40,-1.86,-0.08,-5.49
-1.24,-6.92,0.04,-1.88,-0.05,-5.52
-2.77,-7.33,0.21,-1.85,-0.22,-5.42
-4.09,-7.78,-0.12,-1.83,-0.52,-5.20
-4.77,-8.22,-0.39,-1.86,-0.87,-4.95
-4.98,-8.61,-0.60,-1.98,-1.14,-4.72
-5.10,-9.02,-0.16,-2.17,-1.31,-4.51
-5.45,-9.58,0.59,-2.45,-1.35,-4.33
-6.05,-10.38,2.02,-2.79,-1.21,-4.14
-6.99,-11.20,4.44,-3.05,-1.07,-3.92
-7.81,-11.44,6.73,-3.16,-1.06,-3.75
-8.58,-10.61,8.80,-3.19,-1.09,-3.64
-9.57,-8.81,11.41,-3.15,-1.07,-3.55
-10.59,-6.39,13.90,-3.05,-1.02,-3.44
-11.37,-3.97,16.34,-2.95,-0.84,-3.29
-11.99,-2.21,18.95,-2.81,-0.57,-3.11
-12.73,-1.63,21.27,-2.62,-0.30,-2.87
-13.66,-2.03,23.45,-2.37,-0.11,-2.62
