aX,aY,aZ,gX,gY,gZ
4.44,0.45,4.09,0.50,-0.48,-3.87
3.92,0.78,3.79,0.50,-0.48,-3.87
3.47,1.00,3.49,0.51,-0.43,-3.86
3.03,1.19,3.22,0.54,-0.31,-3.85
2.55,1.39,2.97,0.60,-0.15,-3.84
2.01,1.61,2.68,0.66,0.00,-3.84
1.45,1.88,2.46,0.70,0.12,-3.83
0.93,2.14,2.30,0.71,0.19,-3.83
0.48,2.38,2.14,0.71,0.23,-3.83
0.06,2.55,1.97,0.71,0.29,-3.84
-0.45,2.69,1.75,0.74,0.38,-3.86
-1.12,2.86,1.54,0.77,0.45,-3.87
-1.78,2.96,1.38,0.80,0.48,-3.88
-2.34,3.08,1.21,0.83,0.49,-3.88
-2.77,3.21,1.07,0.84,0.47,-3.87
-3.10,3.34,0.96,0.85,0.48,-3.86
-3.52,3.51,0.84,0.86,0.49,-3.85
-4.07,3.73,0.55,0.86,0.48,-3.83
-4.50,3.96,0.37,0.85,0.48,-3.80
-4.89,4.12,0.33,0.85,0.50,-3.77
-5.49,4.18,0.33,0.86,0.55,-3.75
-6.35,4.21,0.38,0.86,0.56,-3.71
-7.27,4.29,0.42,0.83,0.48,-3.64
-8.00,4.45,0.40,0.79,0.35,-3.53
-8.48,4.66,0.38,0.77,0.26,-3.41
-8.91,4.90,0.35,0.79,0.26,-3.28
-9.52,5.21,0.23,0.86,0.31,-3.14
-10.17,5.57,0.05,0.93,0.37,-2.98
-10.59,5.92,-0.10,0.98,0.41,-2.79
-10.81,6.29,-0.22,1.01,0.43,-2.59
-11.07,6.68,-0.33,1.02,0.44,-2.36
-11.38,7.06,-0.51,0.99,0.41,-2.10
-11.63,7.44,-0.80,0.93,0.34,-1.83
-11.70,7.90,-1.11,0.85,0.26,-1.57
-11.78,8.63,-1.23,0.75,0.18,-1.37
-11.86,9.40,-1.19,0.64,0.10,-1.19
-11.80,9.91,-1.13,0.53,0.02,-1.03
-11.70,10.19,-1.05,0.42,-0.04,-0.88
-11.71,10.44,-1.05,0.32,-0.10,-0.74
-11.77,10.64,-1.05,0.24,-0.15,-0.60
aX,aY,aZ,gX,gY,gZ
11.97,-2.16,8.58,0.51,-0.69,-2.30
11.21,-1.93,8.26,0.59,-0.65,-2.51
10.28,-1.66,7.77,0.67,-0.63,-2.70
9.33,-1.41,7.24,0.74,-0.63,-2.87
8.39,-1.05,6.70,0.78,-0.64,-3.00
7.51,-0.60,6.33,0.79,-0.70,-3.10
6.77,-0.16,6.01,0.76,-0.77,-3.15
6.20,0.22,5.71,0.72,-0.84,-3.18
5.78,0.50,5.50,0.68,-0.89,-3.20
5.55,0.69,5.13,0.65,-0.86,-3.22
5.26,0.83,4.93,0.67,-0.77,-3.25
4.82,1.00,4.81,0.73,-0.69,-3.29
4.33,1.22,4.45,0.78,-0.61,-3.32
3.85,1.50,4.02,0.81,-0.55,-3.33
3.31,1.85,3.65,0.81,-0.51,-3.34
2.79,2.23,3.27,0.77,-0.50,-3.34
2.35,2.58,2.96,0.70,-0.50,-3.32
2.01,2.88,2.78,0.61,-0.50,-3.27
1.69,3.15,2.72,0.52,-0.53,-3.21
1.46,3.38,2.62,0.40,-0.57,-3.15
1.29,3.55,2.66,0.28,-0.63,-3.08
1.17,3.64,2.66,0.18,-0.65,-3.03
1.01,3.70,2.60,0.10,-0.65,-3.00
0.77,3.79,2.38,0.04,-0.63,-2.99
0.44,3.97,2.17,-0.01,-0.62,-3.00
0.10,4.21,2.02,-0.08,-0.61,-3.01
-0.20,4.43,1.98,-0.16,-0.62,-3.02
-0.51,4.62,1.98,-0.24,-0.64,-3.02
-0.82,4.74,1.96,-0.34,-0.66,-3.01
-1.13,4.84,1.98,-0.43,-0.68,-3.01
-1.41,4.97,2.05,-0.49,-0.65,-3.02
-1.79,5.11,2.31,-0.53,-0.60,-3.04
-2.24,5.15,2.59,-0.53,-0.53,-3.04
-2.75,5.11,2.88,-0.50,-0.46,-3.05
-3.23,5.05,3.20,-0.45,-0.39,-3.05
-3.65,4.98,3.47,-0.36,-0.31,-3.04
-4.05,4.97,3.64,-0.22,-0.21,-3.03
-4.44,5.11,3.62,-0.03,-0.09,-3.02
-4.78,5.35,3.41,0.19,0.05,-3.03
-5.10,5.61,3.00,0.39,0.17,-3.03
-5.42,5.80,2.62,0.55,0.28,-3.02
-5.66,5.99,2.23,0.66,0.37,-2.99
-5.80,6.30,1.79,0.76,0.47,-2.94
-5.95,6.78,1.30,0.87,0.59,-2.89
-6.18,7.39,0.69,0.96,0.73,-2.84
-6.53,8.10,0.06,1.01,0.85,-2.78
-7.00,8.85,-0.38,0.96,0.90,-2.71
-7.56,9.57,-0.61,0.84,0.88,-2.63
-8.21,10.23,-0.59,0.67,0.83,-2.53
-8.90,10.74,-0.30,0.49,0.74,-2.40
-9.52,10.96,0.05,0.31,0.60,-2.22
-10.03,10.87,0.38,0.16,0.50,-2.03
-10.61,10.70,0.68,0.07,0.45,-1.86
-11.29,10.69,0.74,0.04,0.45,-1.67
-11.98,10.75,0.77,0.03,0.44,-1.45
-12.55,10.73,0.91,0.00,0.42,-1.20
-12.98,10.64,1.05,-0.01,0.37,-0.92
-13.21,10.58,1.07,-0.02,0.30,-0.63
-13.23,10.60,0.99,-0.03,0.24,-0.35
-13.12,10.65,0.91,-0.04,0.19,-0.07
-12.93,10.66,0.90,-0.06,0.15,0.19
-12.67,10.60,0.93,-0.07,0.10,0.43
-12.32,10.48,0.93,-0.07,0.06,0.65
-11.86,10.31,0.96,-0.07,0.03,0.86
-11.38,10.10,0.99,-0.04,0.03,1.05
-10.97,9.89,1.02,0.01,0.06,1.21
-10.70,9.70,1.09,0.07,0.11,1.36
-10.62,9.52,1.17,0.13,0.17,1.51
-10.58,9.35,1.14,0.18,0.21,1.66
-10.50,9.21,1.05,0.20,0.23,1.81
-10.34,9.07,1.01,0.19,0.21,1.97
-10.09,8.87,0.98,0.17,0.17,2.13
-9.76,8.63,0.86,0.14,0.12,2.29
-9.30,8.38,0.77,0.10,0.06,2.44
-8.77,8.15,0.76,0.06,0.02,2.58
-8.19,7.92,0.73,0.05,0.01,2.71
-7.55,7.72,0.59,0.03,0.01,2.82
-6.90,7.55,0.52,0.01,0.03,2.92
-6.28,7.37,0.44,0.00,0.06,3.00
-5.67,7.23,0.36,-0.01,0.09,3.06
-5.10,7.08,0.34,-0.03,0.13,3.11
-4.58,6.90,0.33,-0.04,0.17,3.14
-4.12,6.70,0.28,-0.05,0.22,3.16
-3.67,6.52,0.26,-0.06,0.28,3.17
-3.19,6.38,0.31,-0.07,0.35,3.18
-2.69,6.25,0.44,-0.07,0.44,3.18
-2.22,6.12,0.63,-0.04,0.56,3.17
-1.80,6.00,0.72,0.01,0.71,3.14
-1.47,5.88,0.69,0.06,0.86,3.10
-1.22,5.74,0.55,0.09,0.99,3.04
-1.06,5.59,0.44,0.08,1.10,2.98
-0.91,5.41,0.44,0.05,1.17,2.93
-0.74,5.20,0.52,-0.00,1.22,2.89
-0.58,4.97,0.63,-0.06,1.27,2.85
-0.43,4.75,0.83,-0.13,1.32,2.82
-0.26,4.55,1.00,-0.21,1.36,2.80
-0.01,4.33,1.17,-0.30,1.38,2.79
0.28,4.04,1.36,-0.42,1.37,2.78
0.57,3.67,1.56,-0.55,1.34,2.76
0.84,3.29,1.77,-0.68,1.29,2.74
1.13,2.98,2.10,-0.82,1.23,2.72
1.52,2.70,2.54,-0.95,1.14,2.71
1.99,2.41,3.04,-1.06,1.05,2.72
2.57,2.12,3.47,-1.14,0.97,2.70
3.16,1.87,3.95,-1.20,0.94,2.67
3.79,1.69,4.30,-1.23,0.94,2.63
4.50,1.56,4.34,-1.22,1.01,2.57
5.10,1.58,4.21,-1.18,1.18,2.47
5.41,1.78,4.29,-1.13,1.41,2.35
5.47,1.98,4.74,-1.09,1.60,2.26
5.43,2.03,5.52,-1.08,1.73,2.20
5.36,2.02,6.59,-1.06,1.81,2.17
5.38,1.99,7.60,-1.01,1.83,2.17
5.69,1.92,8.43,-0.97,1.81,2.17
6.20,1.80,9.32,-0.92,1.74,2.18
6.75,1.73,9.95,-0.86,1.65,2.26
7.77,1.55,10.53,-0.77,1.52,2.28
8.85,1.40,10.76,-0.68,1.36,2.19
9.77,1.22,10.84,-0.59,1.21,2.02
10.47,1.06,10.92,-0.50,1.09,1.81
10.98,0.93,11.00,-0.39,0.97,1.58
11.32,0.91,11.12,-0.29,0.85,1.33
11.55,0.93,11.28,-0.19,0.71,1.09
11.69,0.90,11.41,-0.11,0.53,0.84
11.78,0.82,11.43,-0.05,0.31,0.59
11.85,0.77,11.25,-0.00,0.10,0.35
11.91,0.80,10.94,0.05,-0.08,0.11
11.89,0.84,10.57,0.10,-0.22,-0.14
11.75,0.83,10.26,0.14,-0.32,-0.38
11.48,0.79,10.00,0.20,-0.37,-0.62
11.06,0.78,9.79,0.28,-0.40,-0.84
10.44,0.88,9.54,0.35,-0.44,-1.05
9.69,1.13,9.25,0.39,-0.52,-1.23
9.03,1.40,8.94,0.40,-0.64,-1.36
8.56,1.61,8.67,0.37,-0.80,-1.47
8.24,1.73,8.40,0.33,-0.97,-1.57
8.03,1.76,8.09,0.30,-1.08,-1.68
7.91,1.74,7.82,0.30,-1.11,-1.78
7.81,1.72,7.63,0.34,-1.05,-1.90
7.65,1.74,7.58,0.42,-0.93,-2.01
7.38,1.76,7.55,0.55,-0.78,-2.14
6.92,1.85,7.54,0.70,-0.61,-2.27
6.35,2.01,7.42,0.87,-0.46,-2.38
5.81,2.23,7.04,1.04,-0.31,-2.47
5.33,2.50,6.45,1.18,-0.14,-2.54
4.88,2.85,6.01,1.31,0.07,-2.59
4.48,3.22,5.67,1.46,0.30,-2.61
4.04,3.49,5.59,1.61,0.50,-2.63
3.47,3.70,5.36,1.77,0.66,-2.65
2.76,3.92,5.04,1.90,0.75,-2.65
2.00,4.20,4.67,1.99,0.74,-2.63
1.31,4.49,4.30,2.04,0.68,-2.57
0.69,4.74,4.01,2.06,0.51,-2.48
0.16,4.96,3.59,2.04,0.27,-2.39
-0.34,5.13,3.42,1.98,-0.09,-2.30
-0.69,5.30,3.00,1.88,-0.54,-2.24
-0.86,5.44,2.50,1.71,-1.02,-2.19
-0.80,5.52,2.06,1.49,-1.48,-2.17
-0.55,5.49,1.48,1.27,-1.82,-2.17
-0.26,5.31,1.05,1.07,-1.98,-2.19
-0.10,5.05,0.84,0.93,-1.99,-2.24
-0.13,4.76,0.91,0.87,-1.92,-2.31
-0.10,4.40,0.98,0.91,-1.82,-2.44
-0.41,4.18,0.89,1.05,-1.67,-2.60
-1.13,4.24,0.47,1.14,-1.58,-2.73
-1.91,4.40,0.03,1.14,-1.55,-2.79
-2.38,4.44,-0.29,1.11,-1.50,-2.81
-2.54,4.31,-0.62,1.09,-1.39,-2.84
-2.66,4.15,-0.91,1.08,-1.22,-2.89
-2.94,4.05,-1.11,1.08,-1.04,-2.94
-3.45,4.10,-1.34,1.06,-0.92,-2.98
-4.03,4.34,-1.54,1.01,-0.86,-3.00
-4.59,4.79,-1.74,0.95,-0.83,-2.98
-5.11,5.30,-1.91,0.88,-0.82,-2.96
-5.65,5.65,-2.04,0.80,-0.84,-2.94
-6.21,5.84,-2.21,0.70,-0.85,-2.91
-6.68,6.07,-2.32,0.59,-0.83,-2.87
-7.07,6.49,-2.32,0.47,-0.77,-2.80
-7.56,6.97,-2.27,0.38,-0.68,-2.71
-8.28,7.41,-2.27,0.31,-0.60,-2.61
-9.08,7.89,-2.35,0.24,-0.55,-2.48
-9.66,8.49,-2.42,0.17,-0.51,-2.34
-9.87,9.08,-2.46,0.12,-0.46,-2.19
-9.93,9.52,-2.42,0.10,-0.35,-2.03
-10.05,9.84,-2.28,0.10,-0.21,-1.84
-10.41,10.18,-2.15,0.07,-0.10,-1.63
-10.69,10.48,-2.07,0.02,-0.06,-1.39
-10.97,10.88,-2.00,-0.05,-0.07,-1.20
-11.16,11.21,-1.90,-0.10,-0.11,-1.02
-11.20,11.27,-1.80,-0.13,-0.13,-0.86
-11.23,11.24,-1.69,-0.15,-0.11,-0.72
-11.37,11.27,-1.59,-0.14,-0.09,-0.59
-11.54,11.37,-1.47,-0.13,-0.09,-0.44
-11.52,11.38,-1.35,-0.12,-0.13,-0.28
-11.32,11.33,-1.25,-0.13,-0.18,-0.13
-11.17,11.31,-1.23,-0.14,-0.21,0.03
-11.13,11.34,-1.28,-0.13,-0.19,0.21
-11.09,11.34,-1.37,-0.12,-0.15,0.41
-11.02,11.25,-1.49,-0.12,-0.13,0.59
-10.96,11.15,-1.58,-0.14,-0.13,0.75
aX,aY,aZ,gX,gY,gZ
5.46,1.46,6.73,1.06,-0.98,-2.67
4.91,1.42,6.28,1.22,-0.83,-2.81
4.25,1.45,5.77,1.38,-0.64,-2.94
3.54,1.55,5.30,1.55,-0.44,-3.03
2.84,1.71,4.85,1.71,-0.25,-3.10
2.22,1.94,4.41,1.85,-0.09,-3.14
1.63,2.22,4.15,1.95,-0.00,-3.15
0.99,2.52,3.90,2.03,-0.03,-3.15
0.32,2.83,3.53,2.04,-0.18,-3.15
-0.27,3.17,3.04,1.97,-0.42,-3.13
-0.62,3.52,2.46,1.81,-0.68,-3.08
-0.77,3.84,1.98,1.62,-0.88,-3.02
-0.83,4.05,1.74,1.45,-1.02,-2.96
-0.90,4.13,1.43,1.31,-1.10,-2.93
-1.03,4.14,1.04,1.19,-1.11,-2.92
-1.25,4.06,0.94,1.12,-1.07,-2.93
-1.62,3.94,0.82,1.12,-1.01,-2.97
-2.22,3.99,0.36,1.13,-0.93,-2.99
-2.93,4.25,0.04,1.11,-0.86,-3.00
-3.62,4.66,-0.22,1.07,-0.77,-2.97
-4.25,5.09,-0.50,1.01,-0.68,-2.93
-4.82,5.49,-0.70,0.94,-0.59,-2.86
-5.38,5.92,-1.01,0.85,-0.54,-2.79
-5.88,6.42,-1.26,0.73,-0.52,-2.70
-6.29,7.01,-1.62,0.59,-0.55,-2.61
-6.63,7.61,-1.95,0.45,-0.58,-2.50
-6.86,8.16,-2.19,0.30,-0.59,-2.40
-7.09,8.68,-2.32,0.16,-0.58,-2.30
-7.41,9.25,-2.34,-0.01,-0.58,-2.21
-7.80,9.83,-2.22,-0.18,-0.60,-2.10
-8.12,10.36,-2.11,-0.34,-0.63,-1.98
-8.22,10.77,-2.00,-0.49,-0.67,-1.85
-8.20,11.07,-1.91,-0.60,-0.70,-1.72
-8.26,11.27,-1.72,-0.65,-0.66,-1.58
-8.36,11.41,-1.41,-0.65,-0.59,-1.44
-8.43,11.50,-1.01,-0.63,-0.50,-1.29
-8.44,11.58,-0.58,-0.61,-0.43,-1.13
-8.29,11.58,-0.09,-0.60,-0.39,-0.96
-8.15,11.56,0.41,-0.60,-0.38,-0.80
-8.15,11.50,0.87,-0.58,-0.37,-0.62
-8.16,11.40,1.26,-0.55,-0.37,-0.43
-8.06,11.37,1.56,-0.50,-0.38,-0.23
-7.91,11.51,1.81,-0.43,-0.37,-0.05
-7.90,11.70,1.98,-0.30,-0.33,0.10
-8.24,11.92,1.98,-0.15,-0.25,0.26
-8.62,12.03,1.83,-0.01,-0.20,0.42
-8.96,12.08,1.68,0.08,-0.18,0.58
-9.22,12.08,1.67,0.14,-0.17,0.74
-9.29,11.98,1.64,0.19,-0.17,0.89
-9.14,11.88,1.40,0.22,-0.18,1.03
-8.83,11.86,1.01,0.24,-0.19,1.16
-8.43,11.79,0.57,0.24,-0.20,1.30
-7.99,11.63,0.19,0.23,-0.20,1.43
-7.51,11.34,-0.06,0.22,-0.17,1.55
-7.01,10.95,-0.14,0.23,-0.12,1.65
-6.64,10.56,-0.22,0.23,-0.05,1.73
-6.53,10.19,-0.28,0.24,0.03,1.79
-6.52,9.81,-0.32,0.23,0.09,1.82
-6.49,9.39,-0.35,0.20,0.12,1.85
-6.41,8.95,-0.28,0.17,0.16,1.87
-6.36,8.54,-0.22,0.16,0.21,1.93
-6.32,8.16,-0.10,0.15,0.27,2.03
-6.22,7.76,0.13,0.13,0.31,2.14
-6.02,7.45,0.33,0.08,0.32,2.26
-5.74,7.18,0.55,0.02,0.31,2.35
-5.37,6.97,0.67,-0.03,0.31,2.43
-4.92,6.79,0.76,-0.06,0.33,2.49
-4.43,6.59,0.79,-0.07,0.38,2.54
-4.00,6.37,0.81,-0.06,0.47,2.57
-3.62,6.16,0.89,-0.05,0.57,2.61
-3.29,6.01,1.01,-0.04,0.66,2.66
-2.99,5.90,1.18,-0.06,0.74,2.72
-2.63,5.79,1.35,-0.10,0.79,2.80
-2.19,5.60,1.54,-0.16,0.80,2.88
-1.74,5.33,1.64,-0.23,0.84,2.94
-1.31,5.03,1.80,-0.29,0.88,3.00
-0.79,4.71,2.05,-0.34,0.93,3.07
-0.08,4.34,2.40,-0.39,0.98,3.11
0.76,4.02,2.78,-0.43,1.04,3.14
1.82,3.63,3.00,-0.42,1.14,3.09
3.17,3.14,3.04,-0.35,1.29,2.90
3.48,3.27,2.83,-0.18,1.55,2.60
2.99,3.70,2.36,-0.00,1.87,2.35
2.22,4.19,1.82,0.07,2.14,2.23
1.59,4.50,1.56,-0.02,2.29,2.24
1.32,4.52,1.61,-0.21,2.33,2.35
1.41,4.20,2.06,-0.43,2.31,2.52
1.78,3.62,2.78,-0.64,2.25,2.68
2.38,3.02,3.50,-0.81,2.16,2.81
3.11,2.57,4.02,-0.95,2.05,2.87
3.89,2.33,4.23,-1.06,2.00,2.86
4.39,2.29,4.29,-1.12,2.04,2.81
4.74,2.30,4.33,-1.19,2.10,2.77
5.16,2.19,4.83,-1.28,2.09,2.74
5.86,1.87,5.41,-1.40,2.00,2.69
6.72,1.49,6.02,-1.51,1.92,2.58
7.30,1.24,6.67,-1.56,1.92,2.40
7.29,1.18,7.46,-1.53,1.95,2.19
7.13,1.13,8.34,-1.52,1.88,2.02
7.24,0.93,9.26,-1.55,1.71,1.89
7.68,0.61,10.10,-1.56,1.51,1.79
8.32,0.27,10.60,-1.51,1.34,1.67
8.91,0.04,10.96,-1.43,1.19,1.51
9.35,-0.06,11.32,-1.33,1.06,1.34
9.71,-0.09,11.81,-1.22,0.94,1.17
10.04,-0.17,12.38,-1.10,0.81,1.01
10.35,-0.29,12.98,-0.96,0.66,0.83
10.62,-0.40,13.39,-0.80,0.49,0.62
10.80,-0.39,13.54,-0.64,0.33,0.40
10.84,-0.23,13.45,-0.48,0.17,0.16
10.74,-0.03,13.27,-0.33,0.02,-0.07
10.47,0.13,13.04,-0.19,-0.12,-0.30
10.04,0.28,12.75,-0.05,-0.25,-0.51
9.49,0.49,12.42,0.09,-0.36,-0.69
8.89,0.73,12.02,0.21,-0.49,-0.84
8.33,0.94,11.63,0.30,-0.64,-0.97
7.88,1.10,11.22,0.36,-0.81,-1.09
7.50,1.30,10.84,0.39,-1.00,-1.20
7.21,1.49,10.47,0.40,-1.18,-1.29
7.05,1.63,10.19,0.41,-1.35,-1.37
7.02,1.70,10.02,0.42,-1.51,-1.44
7.10,1.65,9.96,0.43,-1.68,-1.52
7.24,1.50,9.90,0.45,-1.83,-1.62
7.42,1.26,9.80,0.49,-1.98,-1.75
7.62,0.95,9.65,0.53,-2.12,-1.91
7.79,0.64,9.54,0.59,-2.24,-2.09
7.92,0.35,9.30,0.69,-2.29,-2.28
7.88,0.12,8.92,0.85,-2.26,-2.50
7.64,0.00,8.37,1.04,-2.14,-2.73
7.17,-0.04,7.66,1.27,-1.94,-2.95
6.47,0.04,6.96,1.50,-1.70,-3.16
5.59,0.23,6.19,1.72,-1.45,-3.35
4.56,0.52,5.38,1.93,-1.22,-3.49
3.46,0.95,4.52,2.10,-1.07,-3.58
2.43,1.51,3.60,2.17,-1.04,-3.62
1.61,2.17,2.72,2.13,-1.10,-3.58
1.10,2.85,2.04,1.99,-1.23,-3.49
0.89,3.44,1.41,1.79,-1.37,-3.36
0.86,3.90,0.95,1.57,-1.48,-3.23
0.94,4.28,0.70,1.35,-1.56,-3.10
1.11,4.52,0.58,1.14,-1.64,-2.99
1.34,4.66,0.63,0.92,-1.71,-2.89
1.59,4.64,0.65,0.72,-1.78,-2.82
1.80,4.49,0.57,0.54,-1.79,-2.80
1.88,4.26,0.40,0.45,-1.70,-2.82
1.80,4.06,0.14,0.46,-1.49,-2.89
1.55,3.97,-0.11,0.50,-1.22,-2.97
1.16,3.97,-0.32,0.56,-0.95,-3.06
0.62,4.05,-0.50,0.61,-0.68,-3.15
-0.12,4.14,-0.59,0.66,-0.46,-3.23
-1.05,4.20,-0.65,0.68,-0.28,-3.28
-2.08,4.28,-0.72,0.65,-0.17,-3.30
-3.12,4.44,-0.86,0.57,-0.15,-3.29
-4.11,4.69,-1.02,0.44,-0.19,-3.28
-5.00,4.96,-1.13,0.30,-0.29,-3.26
-5.83,5.21,-1.24,0.14,-0.40,-3.23
-6.61,5.47,-1.19,-0.04,-0.50,-3.19
-7.37,5.75,-1.06,-0.22,-0.58,-3.12
-8.04,6.10,-0.92,-0.41,-0.66,-3.02
-8.48,6.49,-0.76,-0.58,-0.74,-2.88
-8.68,6.83,-0.66,-0.72,-0.82,-2.74
-8.73,7.12,-0.59,-0.84,-0.88,-2.57
-8.71,7.39,-0.46,-0.93,-0.90,-2.39
-8.72,7.71,-0.28,-0.97,-0.90,-2.21
-8.72,8.16,-0.05,-0.99,-0.87,-2.03
-8.67,8.64,0.21,-0.99,-0.82,-1.87
-8.62,8.98,0.40,-0.94,-0.74,-1.73
-8.64,9.13,0.58,-0.88,-0.62,-1.61
-8.81,9.28,0.81,-0.80,-0.49,-1.50
-9.10,9.53,1.05,-0.71,-0.35,-1.36
-9.28,9.70,1.22,-0.61,-0.24,-1.22
-9.60,9.89,1.39,-0.50,-0.13,-1.09
-10.04,10.13,1.53,-0.40,-0.03,-0.95
-10.41,10.30,1.62,-0.30,0.04,-0.77
-10.68,10.50,1.63,-0.23,0.09,-0.59
-10.81,10.78,1.60,-0.18,0.11,-0.41
-10.79,11.08,1.52,-0.16,0.08,-0.24
-10.69,11.31,1.44,-0.17,0.03,-0.07
-10.57,11.43,1.34,-0.18,-0.02,0.10
-10.42,11.42,1.28,-0.20,-0.05,0.28
-10.27,11.32,1.31,-0.20,-0.05,0.45
-10.14,11.20,1.43,-0.20,-0.04,0.63
-10.03,11.08,1.58,-0.19,-0.04,0.81
-9.91,10.92,1.69,-0.18,-0.04,0.97
-9.74,10.69,1.72,-0.16,-0.05,1.12
-9.47,10.45,1.76,-0.12,-0.04,1.26
-9.21,10.23,1.77,-0.07,0.01,1.39
-9.10,10.04,1.77,-0.00,0.08,1.52
-9.00,9.90,1.76,0.05,0.14,1.66
-8.86,9.77,1.86,0.08,0.17,1.80
-8.73,9.61,1.98,0.10,0.16,1.92
-8.58,9.41,2.02,0.11,0.14,2.05
-8.28,9.17,1.96,0.12,0.11,2.17
-7.83,8.95,1.87,0.14,0.11,2.28
-7.37,8.75,1.84,0.17,0.13,2.37
-7.00,8.60,1.86,0.21,0.17,2.44
-6.71,8.43,1.88,0.25,0.21,2.52
-6.42,8.20,1.87,0.28,0.24,2.60
-6.08,7.93,1.93,0.30,0.25,2.66
-5.68,7.66,2.04,0.31,0.24,2.72
aX,aY,aZ,gX,gY,gZ
8.98,1.85,9.87,-0.65,1.54,1.32
9.39,1.83,10.15,-0.55,1.48,1.16
9.47,1.95,10.37,-0.46,1.40,1.01
9.56,2.09,10.68,-0.38,1.32,1.01
10.03,2.10,11.01,-0.30,1.20,0.91
10.33,2.15,11.28,-0.24,1.04,0.74
10.40,2.21,11.43,-0.18,0.86,0.56
10.34,2.33,11.37,-0.12,0.66,0.36
10.14,2.51,11.21,-0.08,0.43,0.17
9.94,2.72,11.01,-0.06,0.20,0.01
9.84,2.83,10.78,-0.04,-0.03,-0.15
9.80,2.84,10.54,-0.03,-0.22,-0.31
9.58,2.89,10.32,-0.04,-0.40,-0.48
9.22,2.97,10.16,-0.04,-0.56,-0.63
8.85,3.00,9.91,0.00,-0.67,-0.75
8.55,3.00,9.66,0.07,-0.76,-0.85
8.24,2.99,9.44,0.15,-0.84,-0.96
7.92,2.99,9.22,0.24,-0.91,-1.06
7.69,3.01,9.00,0.33,-0.98,-1.17
7.55,3.05,8.74,0.42,-1.05,-1.27
7.39,3.10,8.49,0.51,-1.10,-1.38
7.22,3.18,8.25,0.60,-1.15,-1.47
7.12,3.22,7.97,0.68,-1.18,-1.56
7.05,3.25,7.68,0.77,-1.18,-1.66
6.92,3.29,7.33,0.85,-1.17,-1.77
6.71,3.38,6.94,0.93,-1.16,-1.88
6.44,3.48,6.55,0.98,-1.15,-1.98
6.13,3.59,6.05,1.00,-1.15,-2.07
5.81,3.72,5.58,0.99,-1.13,-2.15
5.50,3.82,5.14,0.97,-1.10,-2.22
5.18,3.89,4.86,0.93,-1.07,-2.26
4.85,3.96,4.69,0.90,-1.06,-2.30
4.53,4.04,4.46,0.86,-1.05,-2.33
4.09,4.13,4.25,0.83,-1.05,-2.36
3.56,4.27,3.86,0.80,-1.06,-2.39
3.06,4.47,3.44,0.74,-1.08,-2.41
2.64,4.70,3.26,0.65,-1.13,-2.41
2.33,4.86,3.17,0.55,-1.18,-2.39
2.08,4.91,3.09,0.46,-1.20,-2.38
1.76,4.92,3.08,0.39,-1.20,-2.38
1.39,4.89,2.98,0.34,-1.19,-2.38
1.02,4.91,2.80,0.30,-1.17,-2.39
0.69,5.02,2.66,0.27,-1.14,-2.39
0.44,5.15,2.60,0.25,-1.11,-2.39
0.17,5.23,2.55,0.23,-1.08,-2.40
-0.17,5.26,2.53,0.22,-1.05,-2.40
-0.51,5.28,2.48,0.21,-1.02,-2.40
-0.79,5.31,2.43,0.20,-0.99,-2.39
-0.92,5.41,2.32,0.19,-0.96,-2.37
-1.04,5.53,2.23,0.19,-0.92,-2.37
-1.23,5.68,2.17,0.22,-0.88,-2.38
-1.40,5.83,2.04,0.23,-0.84,-2.39
-1.52,5.99,1.94,0.26,-0.81,-2.41
-1.67,6.13,1.78,0.28,-0.75,-2.43
-1.87,6.22,1.63,0.30,-0.70,-2.46
-2.13,6.26,1.47,0.33,-0.63,-2.49
-2.42,6.28,1.28,0.35,-0.55,-2.53
-2.73,6.34,1.08,0.36,-0.47,-2.55
-3.05,6.42,0.89,0.36,-0.37,-2.58
-3.45,6.51,0.73,0.36,-0.27,-2.59
-3.93,6.65,0.59,0.35,-0.20,-2.59
-4.47,6.79,0.46,0.32,-0.15,-2.56
-4.99,6.92,0.28,0.28,-0.14,-2.52
-5.41,7.07,0.13,0.23,-0.13,-2.47
-5.67,7.20,0.06,0.17,-0.12,-2.41
-5.92,7.39,0.04,0.10,-0.10,-2.35
-6.28,7.64,0.11,0.05,-0.05,-2.26
-6.78,7.91,0.19,0.00,-0.01,-2.15
-7.40,8.24,0.31,-0.05,-0.00,-2.02
-7.95,8.62,0.37,-0.13,-0.06,-1.88
-8.28,9.02,0.37,-0.23,-0.14,-1.73
-8.38,9.38,0.43,-0.32,-0.23,-1.57
-8.46,9.75,0.53,-0.40,-0.26,-1.42
-8.56,10.12,0.64,-0.45,-0.27,-1.26
-8.65,10.41,0.78,-0.49,-0.26,-1.10
-8.69,10.58,0.95,-0.52,-0.25,-0.94
-8.67,10.69,1.12,-0.54,-0.25,-0.79
-8.59,10.81,1.32,-0.55,-0.24,-0.65
-8.46,10.92,1.52,-0.53,-0.22,-0.53
-8.32,10.98,1.70,-0.50,-0.18,-0.42
-8.17,11.06,1.84,-0.44,-0.12,-0.33
-8.10,11.15,1.95,-0.37,-0.06,-0.24
-8.11,11.33,2.04,-0.30,0.00,-0.15
-8.20,11.51,2.15,-0.23,0.05,-0.05
-8.37,11.68,2.26,-0.18,0.08,0.08
-8.58,11.75,2.35,-0.14,0.08,0.22
