MPU_Index,aX,aY,aZ,gX,gY,gZ
0,-8.98,-2.40,-3.56,-2.01,0.93,3.28
1,-1.56,2.49,-8.09,3.34,-0.82,-1.97
0,-7.33,-2.07,-2.88,-2.08,0.81,3.41
1,-1.25,1.86,-6.58,3.42,-0.66,-2.00
0,-6.20,-1.52,-2.34,-2.10,0.60,3.46
1,-1.34,1.34,-5.95,3.44,-0.36,-2.02
0,-5.84,-1.09,-2.33,-2.13,0.25,3.48
1,-1.06,1.13,-5.73,3.51,-0.03,-2.06
0,-5.86,-0.57,-2.15,-2.18,0.04,3.63
1,-0.36,0.78,-5.47,3.72,0.10,-2.14
0,-5.37,0.01,-1.75,-2.29,-0.09,3.84
1,-0.23,-0.08,-4.94,3.90,0.24,-2.26
0,-5.26,0.77,-1.61,-2.41,-0.25,4.01
1,0.12,-0.53,-5.06,4.09,0.36,-2.35
0,-5.21,1.43,-1.12,-2.47,-0.32,4.25
1,1.38,-0.90,-4.32,4.35,0.40,-2.35
0,-4.29,1.53,0.07,-2.36,-0.25,4.37
1,3.03,-1.43,-3.01,4.37,0.21,-2.14
0,-2.79,2.15,0.86,-2.14,-0.03,4.37
1,2.73,-3.09,-1.44,4.37,0.04,-2.00
0,-1.16,2.81,0.72,-2.07,0.05,4.34
1,2.42,-3.73,-0.28,4.13,0.06,-1.96
0,-0.47,2.85,1.41,-2.01,-0.03,3.99
1,3.31,-3.42,0.32,3.86,0.16,-1.85
0,0.14,3.57,2.59,-1.83,-0.11,3.86
1,4.43,-3.99,0.82,3.88,0.25,-1.63
0,0.52,4.92,3.62,-1.62,-0.30,3.96
1,4.10,-5.04,0.95,3.97,0.58,-1.50
0,0.33,5.37,3.29,-1.58,-0.72,4.03
1,3.69,-4.84,0.78,4.04,0.98,-1.51
0,0.18,4.81,2.45,-1.62,-0.96,4.11
1,4.71,-4.34,1.30,4.13,0.94,-1.57
0,1.81,4.79,2.30,-1.71,-0.57,4.20
1,6.66,-5.32,4.29,4.17,0.26,-1.68
0,6.00,5.79,4.66,-1.80,0.29,4.10
1,10.19,-7.76,9.77,3.81,-0.61,-1.64
0,12.01,7.76,9.44,-1.54,1.05,3.42
1,13.89,-11.64,15.08,2.88,-1.26,-1.14
0,15.32,11.08,13.28,-0.91,1.42,2.36
1,13.28,-15.12,15.55,1.80,-1.19,-0.63
0,14.19,14.72,13.09,-0.61,0.87,1.47
1,10.75,-16.71,13.68,1.20,-0.33,-0.54
0,12.84,16.75,10.68,-0.58,0.04,1.12
1,9.76,-17.60,13.16,0.95,0.28,-0.49
0,13.31,17.13,8.94,-0.47,-0.32,0.75
1,9.44,-19.30,13.68,0.27,0.41,-0.33
0,13.22,17.31,7.59,-0.22,-0.27,-0.20
1,8.86,-19.42,12.91,-0.83,0.24,-0.03
0,11.77,16.18,6.64,0.12,0.01,-1.33
1,8.58,-17.37,11.11,-1.92,-0.08,0.32
0,9.99,14.31,7.01,0.38,0.23,-2.29
1,9.23,-14.56,9.81,-2.66,-0.29,0.56
0,8.73,12.86,8.08,0.74,0.45,-2.81
1,9.57,-12.62,8.68,-3.01,-0.41,0.92
0,7.61,11.26,8.82,1.12,0.42,-3.05
1,9.36,-10.79,7.61,-3.21,-0.23,1.31
0,6.57,9.74,8.43,1.49,0.16,-3.19
1,8.30,-9.12,6.30,-3.30,0.11,1.65
0,5.30,8.42,7.25,1.80,-0.24,-3.22
1,6.92,-7.51,5.19,-3.28,0.55,1.91
0,4.23,6.87,5.70,2.05,-0.68,-3.19
1,5.56,-6.12,4.14,-3.26,0.96,2.13
0,3.18,5.41,3.90,2.20,-1.00,-3.18
1,4.49,-5.10,3.11,-3.29,1.16,2.16
0,2.33,4.34,2.02,2.11,-1.05,-3.26
1,3.70,-4.47,2.26,-3.42,1.04,1.94
0,1.27,3.84,1.23,1.80,-0.83,-3.43
1,3.04,-4.28,0.82,-3.58,0.84,1.64
0,-0.19,3.68,1.17,1.53,-0.76,-3.58
1,2.19,-3.89,-0.28,-3.75,0.89,1.36
0,-0.89,2.85,0.05,1.24,-0.74,-3.79
1,2.21,-3.00,-0.57,-4.02,0.71,1.12
0,-1.31,1.32,-0.27,1.06,-0.44,-4.15
1,2.30,-1.86,-1.02,-4.37,0.29,1.04
0,-1.91,0.38,-0.47,1.05,0.00,-4.37
1,2.17,-1.26,-1.89,-4.37,-0.20,1.07
0,-3.33,0.37,-0.79,1.12,0.49,-4.37
1,1.57,-0.91,-3.22,-4.37,-0.58,1.12
0,-4.52,0.35,-0.50,1.15,0.74,-4.37
1,1.48,-0.39,-4.08,-4.37,-0.72,1.17
0,-4.97,0.29,-0.43,1.23,0.81,-4.37
1,1.10,-0.09,-4.41,-4.37,-0.75,1.24
0,-5.60,-0.37,-0.93,1.26,0.81,-4.37
1,0.80,0.87,-5.02,-4.37,-0.79,1.28
0,-6.05,-1.34,-1.53,1.29,0.91,-4.37
1,0.47,1.56,-5.53,-4.37,-0.94,1.19
0,-6.63,-1.76,-1.53,1.07,1.07,-4.37
1,0.60,1.85,-6.25,-4.37,-1.03,0.93
0,-7.08,-1.92,-0.55,0.84,1.04,-4.37
1,1.11,1.88,-6.67,-4.37,-0.87,0.82
0,-7.83,-2.03,0.95,0.89,0.72,-4.37
1,1.60,2.78,-7.82,-4.37,-0.39,1.01
0,-9.28,-2.67,1.45,1.20,0.17,-4.37
1,2.00,4.19,-9.81,-4.37,0.14,1.40
0,-11.71,-2.84,1.35,1.65,-0.29,-4.37
1,1.82,5.05,-12.74,-4.12,0.60,1.87
0,-13.96,-2.81,1.32,2.06,-0.80,-3.47
1,1.63,5.65,-14.53,-2.97,1.18,2.19
0,-14.40,-3.19,1.15,2.34,-1.37,-2.33
1,1.51,5.49,-14.37,-1.90,1.74,2.43
0,-13.41,-4.40,0.85,2.59,-1.92,-1.46
1,0.80,5.86,-13.11,-1.37,2.27,2.70
0,-12.58,-6.89,-0.28,2.83,-2.32,-1.26
1,0.23,7.29,-12.99,-1.39,2.57,2.87
0,-13.57,-8.51,-1.61,2.89,-2.52,-1.34
1,-0.59,8.78,-14.70,-1.40,2.61,2.81
0,-15.72,-9.15,-3.74,2.68,-2.36,-1.23
1,-1.57,10.07,-17.17,-1.15,2.30,2.43
0,-18.10,-9.32,-4.48,2.14,-2.03,-0.82
1,-2.31,10.23,-19.59,-0.58,2.04,1.79
0,-19.61,-8.75,-4.85,1.48,-1.85,-0.17
1,-2.88,10.08,-19.61,0.09,1.83,1.16
